銘柄コード,銘柄名,市場区分,セクター,有効
3034,クオールホールディングス,プライム,小売業,1
3035,ケイティケイ,スタンダード,卸売業,1
3036,アルコニックス,プライム,卸売業,1
3038,神戸物産,プライム,卸売業,1
303A,ｖｉｓｕｍｏ,グロース,情報・通信業,1
3040,ソリトンシステムズ,プライム,情報・通信業,1
3041,ビューティカダンホールディングス,スタンダード,卸売業,1
3042,セキュアヴェイル,グロース,情報・通信業,1
3045,カワサキ,スタンダード,卸売業,1
3046,ジンズホールディングス,プライム,小売業,1
3048,ビックカメラ,プライム,小売業,1
304A,フォルシア,グロース,情報・通信業,1
3050,ＤＣＭホールディングス,プライム,小売業,1
3053,ペッパーフードサービス,スタンダード,小売業,1
3054,ハイパー,スタンダード,卸売業,1
3058,三洋堂ホールディングス,スタンダード,小売業,1
3059,ヒラキ,スタンダード,小売業,1
3063,ジェイグループホールディングス,グロース,小売業,1
3064,ＭｏｎｏｔａＲＯ,プライム,小売業,1
3065,ライフフーズ,スタンダード,小売業,1
3067,東京一番フーズ,スタンダード,小売業,1
3068,ＷＤＩ,スタンダード,小売業,1
3069,ＪＦＬＡホールディングス,スタンダード,食料品,1
3070,ジェリービーンズグループ,グロース,卸売業,1
3071,ストリーム,スタンダード,小売業,1
3075,銚子丸,スタンダード,小売業,1
3076,あい　ホールディングス,プライム,卸売業,1
3077,ホリイフードサービス,スタンダード,小売業,1
3079,ディーブイエックス,スタンダード,卸売業,1
3080,ジェーソン,スタンダード,小売業,1
3082,きちりホールディングス,スタンダード,小売業,1
3083,スターシーズ,スタンダード,小売業,1
3086,Ｊ．フロント　リテイリング,プライム,小売業,1
3087,ドトール・日レスホールディングス,プライム,小売業,1
3088,マツキヨココカラ＆カンパニー,プライム,小売業,1
3089,テクノアルファ,スタンダード,卸売業,1
3091,ブロンコビリー,プライム,小売業,1
3092,ＺＯＺＯ,プライム,小売業,1
3093,トレジャー・ファクトリー,プライム,小売業,1
3094,スーパーバリュー,スタンダード,小売業,1
3096,オーシャンシステム,スタンダード,小売業,1
3097,物語コーポレーション,プライム,小売業,1
3099,三越伊勢丹ホールディングス,プライム,小売業,1
3101,東洋紡,プライム,化学,1
3103,ユニチカ,プライム,繊維製品,1
3104,富士紡ホールディングス,プライム,繊維製品,1
3105,日清紡ホールディングス,プライム,電気機器,1
3106,倉敷紡績,プライム,繊維製品,1
3107,ダイワボウホールディングス,プライム,卸売業,1
3109,シキボウ,プライム,繊維製品,1
3110,日東紡績,プライム,ガラス・土石製品,1
3111,オーミケンシ,スタンダード,繊維製品,1
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード,証券、商品先物取引業,1
3116,トヨタ紡織,プライム,輸送用機器,1
3121,マーチャント・バンカーズ,スタンダード,サービス業,1
3123,サイボー,スタンダード,繊維製品,1
3131,シンデン・ハイテックス,スタンダード,卸売業,1
3132,マクニカホールディングス,プライム,卸売業,1
3133,海帆,グロース,小売業,1
3134,Ｈａｍｅｅ,スタンダード,小売業,1
3135,マーケットエンタープライズ,プライム,小売業,1
3137,ファンデリー,グロース,小売業,1
3138,富士山マガジンサービス,グロース,小売業,1
3139,ラクト・ジャパン,プライム,卸売業,1
3140,ＢＲＵＮＯ,グロース,卸売業,1
3143,オーウイル,スタンダード,卸売業,1
3148,クリエイトＳＤホールディングス,プライム,小売業,1
3150,グリムス,プライム,電気・ガス業,1
3151,バイタルケーエスケー・ホールディングス,プライム,卸売業,1
3153,八洲電機,プライム,卸売業,1
3154,メディアスホールディングス,プライム,卸売業,1
3156,レスター,プライム,卸売業,1
3157,ジオリーブグループ,スタンダード,卸売業,1
3159,丸善ＣＨＩホールディングス,スタンダード,小売業,1
3160,大光,スタンダード,卸売業,1
3161,アゼアス,スタンダード,卸売業,1
3166,ＯＣＨＩホールディングス,スタンダード,卸売業,1
3167,ＴＯＫＡＩホールディングス,プライム,卸売業,1
3168,ＭＥＲＦ,スタンダード,卸売業,1
3169,ミサワ,スタンダード,小売業,1
3172,ティーライフ,スタンダード,小売業,1
3173,Ｃｏｍｉｎｉｘ,スタンダード,卸売業,1
3174,ハピネス・アンド・ディ,スタンダード,小売業,1
3175,エー・ピーホールディングス,スタンダード,小売業,1
3176,三洋貿易,プライム,卸売業,1
3177,ありがとうサービス,スタンダード,小売業,1
3178,チムニー,スタンダード,小売業,1
3179,シュッピン,プライム,小売業,1
3180,ビューティガレージ,プライム,卸売業,1
3181,買取王国,スタンダード,小売業,1
3182,オイシックス・ラ・大地,プライム,小売業,1
3183,ウイン・パートナーズ,プライム,卸売業,1
3184,ＩＣＤＡホールディングス,スタンダード,小売業,1
3185,夢展望,グロース,小売業,1
3186,ネクステージ,プライム,小売業,1
3187,ミラタップ,グロース,小売業,1
3189,ＡＮＡＰホールディングス,スタンダード,小売業,1
3190,ホットマン,スタンダード,小売業,1
3191,ジョイフル本田,プライム,小売業,1
3192,白鳩,スタンダード,小売業,1
3193,エターナルホスピタリティグループ,プライム,小売業,1
3195,ジェネレーションパス,グロース,小売業,1
3196,ホットランドホールディングス,プライム,小売業,1
3197,すかいらーくホールディングス,プライム,小売業,1
3198,ＳＦＰホールディングス,プライム,小売業,1
3199,綿半ホールディングス,プライム,小売業,1
319A,技術承継機構,グロース,金属製品,1
3201,日本毛織,プライム,繊維製品,1
3202,ダイトウボウ,スタンダード,繊維製品,1
3204,トーア紡コーポレーション,スタンダード,繊維製品,1
3205,ダイドーリミテッド,スタンダード,繊維製品,1
3221,ヨシックスホールディングス,プライム,小売業,1
3222,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード,小売業,1
3223,エスエルディー,スタンダード,小売業,1
3224,ゼネラル・オイスター,グロース,小売業,1
3231,野村不動産ホールディングス,プライム,不動産業,1
3232,三重交通グループホールディングス,プライム,不動産業,1
3236,プロパスト,スタンダード,不動産業,1
3237,イントランス,グロース,不動産業,1
3238,セントラル総合開発,スタンダード,不動産業,1
323A,フライヤー,グロース,情報・通信業,1
3241,ウィル,スタンダード,不動産業,1
3242,アーバネットコーポレーション,スタンダード,不動産業,1
3245,ディア・ライフ,プライム,不動産業,1
3246,コーセーアールイー,スタンダード,不動産業,1
3248,アールエイジ,スタンダード,不動産業,1
324A,ブッキングリゾート,グロース,サービス業,1
3252,地主,プライム,不動産業,1
325A,ＴＥＮＴＩＡＬ,グロース,繊維製品,1
3261,グランディーズ,グロース,不動産業,1
3266,ファンドクリエーショングループ,スタンダード,不動産業,1
3267,フィル・カンパニー,スタンダード,建設業,1
3271,ＴＨＥグローバル社,スタンダード,不動産業,1
3276,ＪＰＭＣ,プライム,不動産業,1
3277,サンセイランディック,スタンダード,不動産業,1
3280,エストラスト,スタンダード,不動産業,1
3284,フージャースホールディングス,プライム,不動産業,1
3286,トラストホールディングス,スタンダード,不動産業,1
3288,オープンハウスグループ,プライム,不動産業,1
3289,東急不動産ホールディングス,プライム,不動産業,1
3291,飯田グループホールディングス,プライム,不動産業,1
3293,アズマハウス,スタンダード,不動産業,1
3294,イーグランド,スタンダード,不動産業,1
3297,東武住販,スタンダード,不動産業,1
3299,ムゲンエステート,スタンダード,不動産業,1
3300,アンビション　ＤＸ　ホールディングス,グロース,不動産業,1
3302,帝国繊維,プライム,繊維製品,1
3306,日本製麻,スタンダード,卸売業,1
330A,ＴａｌｅｎｔＸ,グロース,情報・通信業,1
3315,日本コークス工業,プライム,石油・石炭製品,1
3317,フライングガーデン,スタンダード,小売業,1
331A,メディックス,スタンダード,サービス業,1
3320,クロスプラス,スタンダード,卸売業,1
3321,ミタチ産業,スタンダード,卸売業,1
3323,レカム,スタンダード,卸売業,1
3326,ランシステム,スタンダード,サービス業,1
3329,東和フードサービス,スタンダード,小売業,1
332A,ミーク,グロース,情報・通信業,1
3333,あさひ,プライム,小売業,1
3341,日本調剤,プライム,小売業,1
3349,コスモス薬品,プライム,小売業,1
334A,ビジュアル・プロセッシング・ジャパン,グロース,情報・通信業,1
3350,メタプラネット,スタンダード,卸売業,1
3352,バッファロー,スタンダード,小売業,1
3353,メディカル一光グループ,スタンダード,小売業,1
3355,クリヤマホールディングス,スタンダード,卸売業,1
3358,ワイエスフード,スタンダード,小売業,1
3359,ｃｏｔｔａ,グロース,卸売業,1
335A,ミライロ,グロース,情報・通信業,1
3360,シップヘルスケアホールディングス,プライム,卸売業,1
3361,トーエル,スタンダード,小売業,1
336A,ダイナミックマッププラットフォーム,グロース,情報・通信業,1
3370,フジタコーポレーション,スタンダード,小売業,1
3371,ソフトクリエイトホールディングス,プライム,情報・通信業,1
